title,author,ratings,reviews
Faith in the Face of Apostasy: The Gospel According to Elijah and Elisha,Raymond B. Dillard,4.02,48
Philosopher-Kings: The Argument of Plato's Republic,C.D.C. Reeve,3.96,27
Republic,Plato,3.94,161609
Ben Carson,Gregg Lewis,4.33,85
Voices from Ancient Egypt: An Anthology of Middle Kingdom Writings,R.B. Parkinson,4.17,24
Celebrating the Wonder of Motherhood: Intimate Moments with Bobbi McCaughey and Her Children,Bobbi McCaughey,4.33,6
Canyon,Michael P. Ghiglieri,3.88,41
Floater's Guide to Colorado,Doug Wheat,5.0,2
Colorado Rivers & Creeks,Gordon Banks,4.0,10
The Doing of the Thing: The Brief Brilliant Whitewater Career of Buzz Holmstrom,Vince Welch,4.15,65
Blocked Imagination~ Emptied Speech: A Brief Account of the Alexithymia Concept,Jason Thompson,0.0,0
Net Privacy: A Guide to Developing & Implementing an Ironclad Ebusiness Privacy Plan,Michael Erbschloe,4.5,2
A River Runner's Guide to the History of the Grand Canyon,Kim Crumbo,3.86,7
"Any Time, Any Place, Any River: The Nevills of Mexican Hat",Nancy   Nelson,3.75,4
"Colorado: A Four-Season Guide with Skiing, Hiking, Biking, Fishing, Rafting, Camping and G olf (Fodor's Gold Guides)",Fodor's Travel Publications Inc.,3.5,6
Horses Never Lie: The Heart of Passive Leadership,Mark Rashid,4.47,1085
Colorado Atlas and Gazetteer,DeLorme Mapping Company,4.38,48
Photographing the Southwest: Volume 3--Colorado/New Mexico (Photographing the Soutwest),Laurent Martres,4.48,67
"Carving Grand Canyon: Evidence, Theories, and Mystery",Wayne Ranney,3.97,93
Downcanyon: A Naturalist Explores the Colorado River through the Grand Canyon,Ann Zwinger,3.78,51
Day Hikes from the River: A Guide to 100 Hikes from Camps on the Colorado River in Grand Canyon National Park,Tom Martin,3.86,7
"Oh, No! Where Are My Pants? and Other Disasters: Poems",Lee Bennett Hopkins,3.7,115
The Miracle of Bears,Wolf Erlbruch,3.8,35
"Mrs. Meyer, The Bird",Wolf Erlbruch,4.05,77
Leonard,Wolf Erlbruch,3.58,52
In Search of the Grand Canyon: Down the Colorado with John Wesley Powell,Mary Ann Fraser,4.22,9
Exploring the Colorado River: Firsthand Accounts by Powell and His Crew,John Wesley Powell,3.93,1700
Down the Great Unknown: John Wesley Powell's 1869 Journey of Discovery and Tragedy Through the Grand Canyon,Edward Dolnick,3.98,1564
Monarchs of the Nile,Aidan Dodson,3.31,26
Poetry And Music In Medieval France: From Jean Renart To Guillaume De Machaut,Ardis Butterfield,4.5,4
Jean Renart and the Art of Romance: Essays on Guillaume de Dole,Nancy Vine Durling,2.0,1
Chastelaine de Vergi and Jean Renart: Le Lai de l'Ombre,Paula M. Clifford,0.0,0
Midnight in the Garden of Good and Evil,John Berendt,3.92,214383
The British Museum Pocket Dictionary of Pharaohs and Queens (British Museum Pocket Dictionaries),Marcel Marée,3.5,2
Glorious Nature,Katharine Baetjer,0.0,0
A Sonnet from Carthage: Garcilaso de la Vega and the New Poetry of Sixteenth-Century Europe,Richard Helgerson,0.0,0
Sonnets from the Portuguese and Other Love Poems,Elizabeth Barrett Browning,4.07,544
Great Challenge,Osho,3.83,23
Morocco: The Islamist Awakening and Other Challenges,Marvine Howe,3.5700000000000003,56
Campaigning for Napoleon: The Diary of a Napoleonic Cavalry Officer 1806-1813,Maurice de Tascher,5.0,1
The Diary of a Napoleonic Foot Soldier,Jakob Walter,3.62,534
The Corsican: A Diary of Napoleon's Life in His Own Words,Robert Matteson Johnston,3.71,17
Charging Against Napoleon: Diaries and Letters of Three Hussars 1808-1815,Eric Hunt,4.0,1
Napoleon and Doctor Verling on St Helena,J. David Markham,4.0,2
Napoleon on Elba: The Diary of an Eyewitness to Exile,Neil Campbell,3.2,5
Language And Learning,James Britton,3.44,25
Fan's View of the Super Bowl,James E. Britton,4.0,1
The Blue Print of God,James Britton,5.0,1
The Complete Greek Temples,Tony Spawforth,4.27,33
"Fodor's Indonesia, 1st Edition: The Complete Guide with Ancient Temples, Handicraft Villages and the Best Bali B each Resorts (Fodor's Indonesia, 1999)",Fodor's Travel Publications Inc.,0.0,0
Munch  Learn Math Story Mats: 15 Reproducible Learning Mats with Instant Activities That Use Munchable Manipulatives to Teach Important Math Skills,Nancy I. Sanders,4.0,2
The Combat History of German Heavy Anti-Tank Unit 653 in World War II,Karlheinz Munch,4.22,9
Calculus Gems,George F. Simmons,4.09,33
After the Scream: The Late Paintings of Edvard Munch,Elizabeth Prelinger,4.5,6
"Differential Equations: Theory, Technique, and Practice",George F. Simmons,4.19,26
Calculus Gems: Brief Lives And Memorable Mathematics,George F. Simmons,4.09,33
Teachings of the Buddha,Jack Kornfield,4.24,1570
What is the Dharma?: The Essential Teachings of the Buddha,Sangharakshita,4.52,77
"The Buddha Book: Buddhas, Blessings, Prayers, and Rituals to Grant You Love, Wisdom, and Healing Inspired by the Teachings of Lama Kyab",Lillian Too,4.2,54
The Connected Discourses of the Buddha: A Translation of the Samyutta Nikaya,Bhikkhu Bodhi,4.6,282
The Essential Teachings of the Buddha,Sangharakshita,4.5,2
A Buddha from Korea: Zen Teachings of Taego,J.C. Cleary,3.92,13
"Justice League of America Archives, Vol. 4",Gardner F. Fox,4.14,29
Justice League of America Archives: Vol. 8,Gardner F. Fox,4.14,22
"Justice League of America Archives, Vol. 9",Dennis O'Neil,4.16,25
Dossier Society: Value Choices in the Design of National Information Systems,Kenneth C. Laudon,5.0,1
Shaman of Tibet: Milarepa--From Anger to Enlightenment,Winged Wolf,4.62,45
The Hundred Thousand Songs of Milarepa,Milarepa,4.48,192
Esoteric Healing,Alan N. Hopking,3.62,8
Healing from the Source: The Science and Lore of Tibetan Medicine,Yeshi Dönden,3.6,15
Health Through Balance: An Introduction To Tibetan Medicine,Yeshi Dönden,4.07,29
Outwitting Ticks,Susan Carol Hauser,3.5,4
Scorpion: Poison Tomorrow,Fred Van Lente,3.64,50
Arranging and Describing Archives and Manuscripts,Fredric M. Miller,3.45,20
"Mount Lebanon: A Ten Year's Residence : From 1842to 1852 Describing the Manners, Customs and Religion of Its Inhabitants With a Full & Correct Accou (Folios Archive Library)",Charles Henry Churchill,0.0,0
Describing Archival Materials: The Use of the Marc AMC Format,Richard P. Smiraglia,0.0,0
Articles Describing Archives and Manuscript Collections in the United States: An Annotated Bibliography,Donald L. Dewitt,0.0,0
Unbeaten,Kim Woodburn,4.12,1213
The Feather,Dot Cleeve,3.29,7
Puzzle Pack:  Stargirl,Mary B. Collins,4.38,8
"Love, Stargirl (Stargirl, #2)",Jerry Spinelli,3.82,38472
Stargirl,Jerry Spinelli,3.76,287309
Stargirl: With Related Readings,Jerry Spinelli,3.76,287309
Effective Coaching,Marshall J. Cook,3.48,40
Who Am I?: The Supreme Understanding (the Anatomy of Ego),Bhagwan Ra Afrika,4.0,6
The Grapes of Wrath: The Play,Frank Galati,4.01,1234
Rainbow Vice: The Drugs And Sex Industries In The New South Africa,Ted Leggett,2.86,7
The Most Important Fish in the Sea: Menhaden and America,Howard Bruce Franklin,4.05,101
Nadarin,Leo Lionni,4.14,22489
"Mrs. Cubbison's Best Stuffing Cookbook: Sensational Stuffings for Poultry, Meats, Fish, Side Dishes, and More",Leo Pearlstein,0.0,0
Us Presidents for Dummies,Marcus Stadelmann,3.93,43
The Hebrew Conception World,L Stadelmann,0.0,0
One of a Kind: Portraits from the Lasalle Bank Photography Collection,LaSalle Bank Photography Collection,0.0,0
Castle,David Macaulay,4.21,3621
Crusader Castles in the Holy Land 1097–1192,David Nicolle,3.9,20
Castles of the Samurai: Power and Beauty,Jennifer Mitchelhill,3.86,14
Creating Web Portals with BEA Weblogic,Howard Block,0.0,0
The Hole in the Wall Gang Cookbook: Kid-Friendly Recipes for Families to Make Together,Paul   Newman,4.0,11
Liebesgedichte,Hermann Hesse,3.86,64
"Trafalgar: James Grant, HMS Norseman, 1799-1806",Bryan Perrett,3.44,18
"D-Day: Lieutenant Andy Pope, Normandy, 1944",Bryan Perrett,3.82,189
"U-boat Hunter: Peter Rogers, HMS Arum, 1939-1945",Bryan Perrett,3.74,89
Panzerkampfwagen IV Medium Tank 1936–45,Bryan Perrett,3.38,21
German Light Panzers 1932–42,Bryan Perrett,3.42,12
Churchill Infantry Tank 1941–51,Bryan Perrett,3.63,19
"Student Test Packet for Lazzari S Exploring Art: A Global, Thematic, Approach, 2nd",LAZZARI/SCHLESIER,0.0,0
The Practical Handbook for the Emerging Artist,Margaret R. Lazzari,3.75,51
Art and Design Fundamentals,Margaret R. Lazzari,3.0,2
The Lightworker's Way: Awakening Your Spirtual Power to Know and Heal,Doreen Virtue,4.15,2409
The Wizard Of Oz,L. Frank Baum,3.99,353389
Wizard of Oz (Young Reading Gift Editions),Rosie Dickins,3.89,81
The Wonderful Wizard of Oz,L. Frank Baum,3.99,353389
The Wizard of Oz,L. Frank Baum,3.99,353389
The Art and Making of Monster House,J.W. Rinzler,3.97,30
The Art of The Polar Express,Mark Cotta Vaz,4.28,39
The Cinema Of Robert Zemeckis,Norman Kagan,4.0,6
"Shadowmarch (Shadowmarch, #1)",Tad Williams,3.73,11101
Low Cholesterol Cook Book,Sunset Magazines & Books,3.67,3
Harold et Maude,Colin Higgins,4.1,1774
Derivations: Exploring the Dynamics of Syntax,Juan Uriagereka,1.0,1
One Vast Winter Count: The Native American West before Lewis and Clark,Colin G. Calloway,4.12,203
"The Western Abenakis of Vermont, 1600–1800: War, Migration, and the Survival of an Indian People",Colin G. Calloway,3.94,18
Our Hearts Fell to the Ground: Plains Indian Views of How the West Was Lost,Colin G. Calloway,3.82,117
Helmut Schmidt: Helmsman Of Germany,Jonathan Carr,3.4,5
El baile de la Victoria,Antonio Skármeta,3.32,626
San Juan: Ciudad Sonada,Edgardo Rodríguez Juliá,4.42,12
"What Price Love? (Bar Cynster, #13)",Stephanie Laurens,3.94,4018
Being Jordan: My Autobiography,Katie Price,3.43,1395
Red Sea-Black Russia: Prolegomena to the History of Northcentral Eurasia in Antiquity and the Middle Ages,Jacques Bacic,0.0,0
Kittens Need Someone to Love,P. Mignon Hinds,4.0,20
Memoirs of a Geisha,Arthur Golden,4.11,1678596
Memoirs Of A Geisha,Arthur Golden,4.11,1678596
The Club,Jane Heller,3.58,240
Tiger Lilies: An American Childhood,Fielding Dawson,4.4,5
Reading the Funnies: Essays on Comic Strips,Donald Phelps,3.0,1
An Ex to Grind,Jane Heller,3.3,601
Lucky Stars,Jane Heller,3.4,424
"Mental Aerobics: Exercises for a Stronger, Healthier Mind",B. Alexis Castorri,3.0,2
Rencontre du deuxième type,Jane Heller,3.37,819
Easy Classics to Moderns: Music for Millions Series,Denes Agay,4.23,48
Early Advanced Classics to Moderns: Music for Millions Series,Denes Agay,4.21,14
The Million Dollar Mermaid,Esther  Williams,3.83,1443
"Music In The Sky: The Life, Art, And Teachings Of The 17Th Karmapa Ogyen Trinley Dorje",Michele Martín,4.4,42
"I'm Coming to Take You to Lunch: A Fantastic Tale of Boys, Booze and How Wham! Were Sold to China",Simon Napier-Bell,4.19,73
Like A Knife: Ideology And Genre In Contemporary Chinese Popular Music,Andrew F. Jones,4.0,4
Chinese Musical Instruments,Yuan-Yuan Lee,3.0,1
I Am Jackie Chan: My Life in Action,Jackie Chan,4.2,1626
Chinese Music and Orchestration: A Primer on Principles and Practice,Sin-Yan Shen,2.5,2
Echoes Of History: Naxi Music In Modern China,Helen Rees,4.14,7
Yellow Music: Media Culture and Colonial Modernity in the Chinese Jazz Age,Andrew F. Jones,3.89,18
Seven Tunes Heard in China for Solo Cello,Bright Sheng,0.0,0
Peking Opera and Politics in Taiwan,Nancy Guy,3.5,2
"""Silk And Bamboo"" Music In Shanghai: The Jiangnan Sizhu Instrumental Ensemble Tradition",J. Lawrence Witzleben,0.0,0
"Mongolian Music, Dance, &Amp; Oral Narrative: Performing Diverse Identities",Carole Pegg,0.0,0
In a Teapot,Terence Faherty,3.81,16
"Kill Me Again (Scott Elliott, #1)",Terence Faherty,3.84,43
Raise the Devil,Terence Faherty,3.67,18
"Come Back Dead (Scott Elliott Mystery, #2)",Terence Faherty,3.75,20
The Lost Keats,Terence Faherty,3.58,43
Live To Regret,Terence Faherty,3.88,32
Fracture Management for Primary Care,M. Patrice Eiff,4.27,15
The Hero Project,Robert Hatch,3.26,34
"Ioláni; Or, Tahíti as It Was: A Romance",Wilkie Collins,2.88,41
Light in the Piazza and Other Italian Tales,Elizabeth Spencer,3.43,190
China Boy,Gus Lee,3.66,982
Little Pear,Eleanor Frances Lattimore,3.88,2626
Little Pear and His Friends,Eleanor Frances Lattimore,4.37,98
The Road to Samarcand,Patrick O'Brian,3.71,446
The Unbearable Lightness of Being,Milan Kundera,4.1,326695
Ninja Burger: Honorable Employee Handbook,Michael Fiegel,4.0,28
Seeing Lessons: 14 Life Secrets I've Learned Along the Way,Tom Sullivan,3.0,8
Exurbia,Molly McGrann,3.21,19
Biotic Interactions and Global Change,Peter M. Kareiva,0.0,0
"Animal, Vegetable, or Mineral?",Tana Hoban,3.8,30
Rabbit Food,Susanna Gretz,3.38,34
Inchworm and A Half,Elinor J. Pinczes,3.63,108
Gus and Button,Saxton Freymann,3.98,83
Producing Vegetable Crops,John M. Swiader,3.0,4
Three Sisters,Anton Chekhov,3.75,15560
A View from the Bridge: A Play in Two Acts,Arthur  Miller,3.72,10116
Guerrilla Marketing Excellence: The 50 Golden Rules for Small-Business Success,Jay Conrad Levinson,3.44,45
"Statements: Sizwe Bansi is Dead, The Island, Statements After an Arrest Under the Immorality Act (Oxford Paperbacks)",Athol Fugard,3.85,224
"The Fender Stratocaster Handbook: How To Buy, Maintain, Set Up, Troubleshoot, and Modify Your Strat",Paul Balmer,4.2,92
Exploring Engineering: An Introduction for Freshmen to Engineering and to the Design Process,Philip Kosky,3.42,12
"Revealing the Corporation: Perspectives on Identity, Image, Reputation, Corporate Branding & Corporate Level Marketing",John M.T. Balmer,3.2,5
The Crucible (SparkNotes Literature Guide),SparkNotes,4.03,36
The Little Book Of Buddhism,Dalai Lama XIV,3.98,738
10 Cool Things about Being a Ring Bearer,Penelope Colville Paine,4.5,4
The Welkening: A Three Dimensional Tale,Gregory Spencer,3.23,52
Theory of Linear Operators in Hilbert Space,N.I. Akhiezer,4.12,8
Pro JSP 2 (Expert's Voice in Java),Simon  Brown,3.89,9
Medieval English Lyrics: 1200-1400,Thomas G. Duncan,3.89,18
English Mystery Plays: A Selection,Peter Happé,3.65,34
"English Society in the Early Middle Ages, 1066-1307",Doris Mary Stenton,3.4,50
"English Society in the Early Middle Ages, 1066-1307 (The Pelican History of England, #3)",Doris Mary Stenton,3.4,50
"English Society in the Later Middle Ages, 1348 1500",Maurice Keen,3.69,29
Erläuterungen Und Dokumente: Die Blechtrommel,Volker Neuhaus,3.0,1
The Novel and the Nazi Past,Donna K. Reed,0.0,0
This Isn't the America I Thought I'd Find: African Students in the Urban U.S. High School,Rosemary Traore,4.0,2
The Kid's Cookbook: Yum! I Eat It,Patricia Barrett-Dragan,4.0,5
I Am Rosemarie,Marietta D. Moskin,4.11,244
"Behold, This Dreamer: Of Reverie, Night, Sleep, Dream, Love-Dreams, Nightmare, Death",Walter de la Mare,4.5,18
Night Mare,Vicki Kamida,3.89,47
Generations of Winter,Vasily Aksyonov,4.17,693
Dream Factories and Radio Pictures,Howard Waldrop,4.0,24
Black Pockets and Other Dark Thoughts,George Zebrowski,3.71,14
The Texas-Israeli War: 1999,Jake Saunders,3.23,150
Howard Who?: Twelve Outstanding Stories of Speculative Fiction,Howard Waldrop,4.01,202
Them Bones,Howard Waldrop,3.89,564
Heart of Whitenesse,Howard Waldrop,4.04,26
The Texas Rangers: Notes from the Architectural Underground,Alexander Caragonne,3.5,2
Steel From the Sky: Behind Enemy Lines in German-Occupied France,Roger Ford,3.0,1
Wetland Design: Principles and Practices for Landscape Architects and Land-Use Planners,Robert B. France,0.0,0
Time-Fetishes: The Secret History of Eternal Recurrence,Ned Lukacher,3.45,11
"A Secret Life: The Polish Officer, His Covert Mission, and the Price He Paid to Save His Country: The Polish Colonel, His Covert Mission, and the Price He Paid to Save His Country",Benjamin Weiser,4.27,249
An Introduction To Old French,William W. Kibler,4.1,21
Daughter of the Mountains,Louise S. Rankin,3.75,2183
Tibetan Tales for Little Buddhas,Naomi C. Rose,4.37,41
"Tibetan Yoga and Secret Doctrines: Or Seven Books of Wisdom of the Great Path, According to the Late Lama Kazi Dawa-Samdup's English Rendering",W.Y. Evans-Wentz,4.29,106
Favorite Children's Stories from China  Tibet,Lotta Carswell Hume,3.81,27
"The Treasury Of Knowledge Book 6, Part 4: Systems Of Buddhist Tantra",Jamgon Kongtrul Lodro Taye,4.61,18
The Sound of Two Hands Clapping: The Education of a Tibetan Buddhist Monk,Georges B.J. Dreyfus,4.12,40
Wittgenstein's Tractatus: An Introduction,Alfred Nordmann,3.8,15
"Spinoza, Liberalism, and the Question of Jewish Identity",Steven B. Smith,3.33,6
Cosmic Telepathy: A How-To Study Guide to Mental Telepathy,T. Lobsang Rampa,4.1,10
My Visit to Agharta: The Long Lost Books of Rampa,T. Lobsang Rampa,4.04,23
Wisdom of the Ancients,T. Lobsang Rampa,4.02,168
Chapters of Life,T. Lobsang Rampa,3.96,99
El Tercer Ojo = The Third Eye,T. Lobsang Rampa,3.95,2884
The Power Of Logic,C. Stephen Layman,3.67,51
The Liar: An Essay on Truth and Circularity,Jon Barwise,4.67,6
The Rampa Story,T. Lobsang Rampa,4.07,230
The Cave of the Ancients,T. Lobsang Rampa,3.95,511
In a Free State,V.S. Naipaul,3.5,3860
An Area Of Darkness,V.S. Naipaul,3.68,1796
Beyond The Tenth,T. Lobsang Rampa,3.88,86
"Margery Kempe's Meditations: The Context of Medieval Devotional Literatures, Liturgy and Iconography",Naoe Kukita Yoshikawa,4.0,1
Margery Kempe's Dissenting Fictions,Lynn Staley,3.6,10
Les Secrets De L'aura,T. Lobsang Rampa,3.86,72
Machiavellian Poker Strategy: How to Play Like a Prince and Rule the Poker Table,David Apostolico,3.77,13
Crux Ansata: An Indictment of the Roman Catholic Church,H.G. Wells,3.18,17
"The Works of Jonathan Edwards, Vol. 13: The ""Miscellanies"", Entry Nos. a-z, aa-zz, 1-500",Jonathan Edwards,5.0,6
"Lost on Venus (Venus, #2)",Edgar Rice Burroughs,3.76,1085
Managing Your Mouth: An Owner's Manual For Your Most Important Business Asset,Robert L. Genua,3.5,12
"The Generals (Revolution, #2)",Simon Scarrow,4.24,1888
Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,4.14,4616
The Death of Distance 2.0: How the Communcation Revolution Will Change Our Lives,Frances Cairncross,3.4,35
"The Revolution Will Not Be Televised: Democracy, the Internet, and the Overthrow of Everything",Joe Trippi,3.75,267
"The Freedom Revolution: The New Republican House Majority Leader Tells Why Big Government Failed, Why Freedom Works, and How We Will Rebuild America",Dick Armey,3.71,14
"Power to the People: How the Coming Energy Revolution Will Transform an Industry, Change Our Lives and Maybe Even Save the Planet",Jeanne X. Kasperson,3.37,76
Analysis of the Kinsey Reports,Donald Porter Geddes,4.0,2
"The Show Starts on the Sidewalk: An Architectural History of the Movie Theatre, Starring S. Charles Lee",Maggie Valentine,4.0,15
Male Sexual Awareness: Increasing Sexual Satisfaction,Barry W. McCarthy,4.0,2
"Girlfriend:: Men, Women, and Drag",Holly Brubach,3.8,10
His Secret Life: Male Sexual Fantasies,Bob Berkowitz,3.64,14
The Female Dominant: Games She Plays,Claudia Varrin,4.33,15
"Delinquent Daughters: Protecting and Policing Adolescent Female Sexuality in the United States, 1885-1920",Mary E. Odem,3.79,66
"The Technology of Orgasm: ""Hysteria,"" the Vibrator, and Women's Sexual Satisfaction",Rachel P. Maines,3.96,800
Edible Wild Plants of Eastern North America,Merritt Lyndon Fernald,3.62,8
Sex the Measure of All Things: A Life of Alfred C. Kinsey,Jonathan Gathorne-Hardy,3.88,76
"The Modernization of Sex: Havelock Ellis, Alfred Kinsey, William Masters & Virginia Johnson",Paul A. Robinson,3.38,8
Dr. Kinsey and the Institute for Sex Research,Wardell B. Pomeroy,3.62,8
The Last Best Hope: A Democracy Reader,Stephen J. Goodlad,3.67,6
Reading Against Democracy: The Broken Promises of Reading Instruction,Patrick Shannon,4.22,18
"The Wife Trap (The Trap Trilogy, #2)",Tracy Anne Warren,3.67,1447
The Wife-in-Law Trap,Ann Crytser,4.0,1
Lulu in Hollywood,Louise Brooks,3.95,1516
"The Wedding Trap (The Trap Trilogy, #3)",Tracy Anne Warren,3.79,2136
Bridal Trap,Lorena McCourtney,3.0,1
The Wedding Trap,Eva Rutland,3.71,7
Marx's Das Kapital: A Biography (Books That Changed the World),Francis Wheen,3.69,806
Fastner & Larson's Little Blackbook volume 2,Steve Fastner,3.75,8
Official Blackbook Price Guide to World Coins,Thomas E. Hudgeons Jr.,4.46,13
BlackBook Guide to San Francisco 2007,Blackbook,4.33,3
BlackBook Guide to Los Angeles 2007,Blackbook,4.0,2
BlackBook Guide to Las Vegas,Blackbook,0.0,0
The Official Blackbook Price Guide to US Coins 2007,Thomas E. Hudgeons Jr.,3.83,30
The Official Blackbook Price Guide to United States Postage Stamps 2007,Thomas E. Hudgeons Jr.,4.07,28
The Official Blackbook Price Guide to United States Paper Money 2005,Thomas E. Hudgeons Jr.,3.9,21
The Official Blackbook Price Guide to United States Postage Stamps 2008,Thomas E. Hudgeons Jr.,4.07,28
Gender And The Italian Stage: From The Renaissance To The Present Day,Maggie Günsberg,4.0,1
Introduction to Positive Philosophy,Auguste Comte,3.27,117
Early Political Writings,Auguste Comte,3.0,3
Auguste Comte and Positivism,John Stuart Mill,3.63,73
Auguste Comte and Positivism: The Essential Writings,Auguste Comte,3.25,16
Mr. Putter & Tabby Make a Wish,Cynthia Rylant,4.18,419
Hunting in Harlem,Mat Johnson,3.9,134
"Cardinals, Where Have You Gone? (Where Have You Gone?)",Rob Rains,4.2,5
Praying The Parables: A Spiritual Journey Through The Stories Of Jesus,Joyce Huggett,4.0,4
Farmer Brown's Field Trip,Melody Carlson,3.8,10
The Postmoderns: The New American Poetry Revised,Donald M. Allen,4.0,32
The Compassionate Cook: Please Don't Eat the Animals,Ingrid Newkirk,3.98,105
Animal Rights Weekend Warrior,Ingrid E. Newkirk,5.0,1
So Long Been Dreaming: Postcolonial Science Fiction and Fantasy,Nalo Hopkinson,4.0,662
Whispers from the Cotton Tree Root: Caribbean Fabulist Fiction,Nalo Hopkinson,3.89,83
The Animation Book: A Complete Guide to Animated Filmmaking--From Flip-Books to Sound Cartoons to 3- D Animation,Kit Laybourne,4.02,141
"Automated Lighting: The Art and Science of Moving Light in Theatre, Live Performance, Broadcast, and Entertainment",Richard Cadena,3.95,20
Astral Travel for Beginners: Transcend Time and Space with Out-Of-Body Experiences,Richard Webster,3.81,116
"Recess for Teachers: Taking Time Out for Your Body, Mind,  Soul",Vicki Caruana,4.75,4
"Time out of Mind: The Diaries of Leonard Michaels, 1961-1995",Leonard Michaels,4.31,64
"Slowing Down to the Speed of Life: How to Create a More Peaceful, Simpler Life from the Inside Out",Richard Carlson,3.98,595
The Performing Set: The Broadway Designs of William and Jean Eckart,Andrew B. Harris,3.73,11
"Edgard Varèse: Composer, Sound Sculptor, Visionary",Felix Meyer,4.57,7
The Wounded King,Philippe Boulle,3.58,57
The Madness of Priests,Philippe Boulle,3.5700000000000003,67
Sound-On-Film: Interviews with Creators of Film Sound,Vincent Lobrutto,4.12,26
Redhead Handbook: A Fun and Comprehensive Guide to Red Hair and More,Cort Cass,3.44,36
"The Radioactive Redhead (Nuclear Bombshell, #3)",John Zakour,3.93,328
The Rancher And The Redhead,Allison Leigh,4.12,97
The Rake and the Redhead and Lord Dancy's Delight,Emily Hendrickson,2.95,21
The Ginger Survival Guide: Everything the Redhead Needs to Cope in a Cruel Gingerist World,Tim    Collins,3.17,30
Monkey Planet,Pierre Boulle,3.95,31703
La planète des singes,Pierre Boulle,3.95,31703
"A Handbook of Diction for Singers: Italian, German, French",David Adams,4.27,30
Voice Tradition And Technology: A State Of The Art Studio,Garyth Nair,0.0,0
The Music of Everyday Speech: Prosody and Discourse Analysis,Ann Wennerstrom,3.14,7
An Effort Based Approach To Consonant Lenition,Robert Kirchner,0.0,0
Now Shoon the Romano Gillie: Traditional Verse in the High and Low Speech of the Gypsies of Britain,Tim Coughlan,0.0,0
Singing and Communicating in English: A Singer's Guide to English Diction,Kathryn LaBouff,4.67,18
Without Shame,Hillary Newton,0.0,0
Debt Free!: Your Guide To Personal Bankruptcy Without Shame,James P. Caher,3.67,3
Health Care Without Shame: A Handbook for the Sexually Diverse and Their Caregivers,Charles Moser,4.23,22
Sing Without Shame: Oral Traditions in Indo-Portuguese Creole Verse,K. David Jackson,5.0,1
The Naked Child: Growing Up Without Shame,Dennis Craig Smith,4.0,1
"Nameless, Blameless, and Without Shame: Two Cannibal Mothers Before a King",Gina Hens-Piazza,4.67,3
Handbags: The Power of the Purse,Anna Johnson,3.85,67
"Patterns of Fashion 3: The Cut and Construction of Clothes for Men and Women, C.1560-1620",Janet Arnold,4.57,420
Iditarod Fact Book: A Complete Guide to the Last Great Race,Tricia  Brown,3.7,10
Why Do Geese Fly South in the Winter?: A Book about Migration,Kathy Allen,3.88,8
Melodic Clawhammer Banjo,Ken Perlman,4.8,10
Ableton Live 6 Power!: The Comprehensive Guide,John Von Seggern,3.79,14
Principles of Digital Audio,Ken Pohlmann,3.86,42
Desktop Audio Technology: Digital audio and MIDI principles,Francis Rumsey,3.0,4
The Luthier's Handbook: A Guide to Building Great Tone in Acoustic Stringed Instruments,Roger H. Siminoff,4.03,35
Acoustic Guitar Tab White Pages,Songbook,4.05,22
260 Drum Machine Patterns,Hal Leonard Publishing Company,4.32,31
Acoustic Guitars: The Illustrated Encyclopedia,Dave Hunter,3.93,14
Musical Acoustics,Donald E. Hall,3.2,25
"Analysis, Synthesis, and Perception of Musical Sounds: The Sound of Music",James Beauchamp,3.0,3
Computational Mechanics of the Classical Guitar,Rolf Bader,0.0,0
Tone: A Study in Musical Acoustics,Siegmund Levarie,4.0,2
The Armada Campaign 1588: The Great Enterprise against England,Angus Konstam,4.0,12
Aerial Fire Trucks,Larry  Shapiro,0.0,0
Hook and Ladders,Larry  Shapiro,3.0,1
The Global Competitiveness Report 2006-2007,Xavier Sala i Martín,3.0,1
Treasures of the Musee D'Orsay,Françoise Cachin,4.45,31
This Business of Artist Management,H. Lee Hetherington,3.56,50
Life in the Spirit Study Bible-KJV,Anonymous,4.67,656
"KJV, Life in the Spirit Study Bible, Hardcover, Red Letter Edition: Formerly Full Life Study",Anonymous,4.54,24
Understanding Digital Signal Processing,Richard G. Lyons,4.43,163
Digital Signal Processing: A Practical Guide for Engineers and Scientists,Steven W. Smith,4.11,38
Signal Integrity - Simplified,Eric Bogatin,4.23,13
Digital Signal Processing Using MATLAB and Wavelets,Michael Weeks,5.0,2
Police Officer Exam,Donald J. Schroeder,4.02,52
The Pocket Louvre,Claude Mignot,4.37,35
Paintings in the Louvre,Lawrence Gowing,4.33,96
Treasures of the Louvre,Michel Laclotte,4.0,51
1001 Paintings at the Louvre: From Antiquity to the Nineteenth Century,Vincent Pomerède,3.75,4
Die Kabbala von Papus,Papus,4.1,60
Mythos Identität,Alfred Schobert,0.0,0
"Inventing the Louvre: Art, Politics, and the Origins of the Modern Museum in Eighteenth-Century Paris",Andrew McClellan,3.62,26
Candida Höfer: Louvre,Candida Höfer,4.0,6
Knopf Guide: The Louvre (Knopf Guides),Alfred A. Knopf Publishing Company,4.67,6
Louvre Game Book: Play With The Largest Museum In The World,Pascal Bonafoux,3.78,9
The Louvre: European Sculpture,Jean-René Gaborit,3.5,2
Southern Manhood: Perspectives on Masculinity in the Old South,Craig Thompson Friend,3.73,11
